organ_label,as_label,cell_label,sex,modality,tool,organ_id,as_id,cell_id,count,percentage_of_total
left breast,mammary lobe,luminal epithelial cell of mammary gland,Female,sc_transcriptomics,popv,FMA:57991,UBERON:0018140,CL:0002326,4297.728,0.5426687354538401
right breast,main lactiferous duct,mast cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0000097,0.224,0.0001029674861775343
right breast,main lactiferous duct,mature NK T cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0000814,0.262,0.0001204351847255089
right breast,main lactiferous duct,plasma cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0000786,2.214,0.001017723278558308
right breast,mammary lobe,mature NK T cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0000814,3.328,0.0004202223946211533
right breast,mammary lobe,B cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0000236,5.375999999999999,0.0006788207913110937
right breast,main lactiferous duct,B cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0000236,5.754,0.002644977301185413
right breast,main lactiferous duct,vascular associated smooth muscle cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0000359,13.58,0.006242403849513019
right breast,mammary lobe,mast cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0000097,14.336,0.001810188776829583
right breast,main lactiferous duct,vein endothelial cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0002543,20.148,0.00926155764064715
right breast,main lactiferous duct,endothelial cell of lymphatic vessel,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0002138,23.038,0.01059002208284838
right breast,main lactiferous duct,T cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0000084,23.422,0.01076653777343843
right breast,mammary lobe,endothelial cell of lymphatic vessel,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0002138,36.352,0.004590121541246444
right breast,mammary lobe,pericyte,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0000669,38.144,0.004816395138350141
right breast,main lactiferous duct,macrophage,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0000235,66.18,0.03042137605013046
right breast,mammary lobe,plasma cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0000786,74.49600000000001,0.009406516679596586
right breast,mammary lobe,endothelial cell of artery,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:1000413,115.968,0.01464313421256788
right breast,mammary lobe,vascular associated smooth muscle cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0000359,116.48,0.01470778381174037
right breast,main lactiferous duct,pericyte,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0000669,118.406,0.05442842932293362
right breast,mammary lobe,macrophage,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0000235,176.64,0.02230411171450736
right breast,main lactiferous duct,basal cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0000646,198.422,0.09120988634963711
right breast,mammary lobe,vein endothelial cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0002543,241.152,0.0304499612102405
right breast,main lactiferous duct,endothelial cell of artery,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:1000413,265.992,0.1222702124256014
right breast,main lactiferous duct,fibroblast of breast,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:4006000,285.16,0.1310812873142218
right breast,mammary lobe,basal cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0000646,482.048,0.06086759762089474
right breast,mammary lobe,T cell,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0000084,921.088,0.1163046289113007
right breast,main lactiferous duct,luminal epithelial cell of mammary gland,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0015134,CL:0002326,1152.642,0.5298421839403819
right breast,mammary lobe,fibroblast of breast,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:4006000,1396.48,0.1763317817429532
right breast,mammary lobe,luminal epithelial cell of mammary gland,Female,sc_transcriptomics,popv,FMA:57987,UBERON:0018140,CL:0002326,4297.728,0.5426687354538401
heart,left cardiac atrium,endothelial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000115,1.37,0.00007572889057175313
heart,heart right ventricle,innate lymphoid cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0001065,1.966,0.00002557465841180174
heart,interventricular septum,endothelial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000115,2.235,0.0000736105999263894
heart,left cardiac atrium,innate lymphoid cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0001065,2.74,0.0001514577811435063
heart,right cardiac atrium,Ventricular Cardiomycoyte,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0002131,3.74,0.0002640438312759918
heart,heart right ventricle,endothelial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000115,3.783,0.00009706935231879514
heart,left cardiac atrium,innate lymphoid cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0001065,3.872,0.00008634832915983075
heart,interventricular septum,endothelial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000115,5.184,0.0001230690603314019
heart,heart right ventricle,endothelial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000115,6.012,0.0000782069411860387
heart,heart right ventricle,mesothelial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000077,6.66,0.0001708913260489494
heart,heart left ventricle,innate lymphoid cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002084,CL:0001065,7.355,0.00002189096488090097
heart,interventricular septum,Atrial Cardiomyocyte,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0002129,8.94,0.0002944423997055576
heart,left cardiac atrium,endothelial cell of lymphatic vessel,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0002138,11.645,0.0006436955698599017
heart,right cardiac atrium,endothelial cell of lymphatic vessel,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0002138,15.895,0.001122186282922965
heart,right cardiac atrium,mast cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000097,17.765,0.001254208198560961
heart,interventricular septum,mesothelial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000077,17.88,0.0005888847994111152
heart,heart right ventricle,Atrial Cardiomyocyte,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0002129,21.033,0.0005396932824005335
heart,heart left ventricle,innate lymphoid cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002084,CL:0001065,30.95199999999999,0.00004478326681395796
heart,heart left ventricle,endothelial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002084,CL:0000115,31.285,0.00009311472961237075
heart,left cardiac atrium,B cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000236,31.51,0.001741764483150322
heart,right cardiac atrium,B cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000236,31.79,0.00224437256584593
heart,interventricular septum,endothelial cell of lymphatic vessel,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0002138,35.01499999999999,0.001153232732180101
heart,interventricular septum,endocardial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0002350,39.485,0.00130045393203288
heart,heart right ventricle,B cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000236,44.396,0.001139172869559934
heart,right cardiac atrium,mast cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000097,59.44800000000001,0.002023284654654702
heart,heart right ventricle,endothelial cell of lymphatic vessel,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0002138,61.234,0.001571225144036242
heart,left cardiac atrium,mesothelial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000077,63.02,0.003483528966300644
heart,interventricular septum,adipocyte,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000136,65.358,0.001551610271053195
heart,right cardiac atrium,mesothelial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000077,70.125,0.004950821836424845
heart,heart left ventricle,endothelial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002084,CL:0000115,72.45499999999998,0.0001048323726093733
heart,right cardiac atrium,natural killer cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000623,75.735,0.005346887583338833
heart,interventricular septum,B cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000236,90.14499999999998,0.002968960863697705
heart,interventricular septum,adipocyte,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000136,90.14500000000001,0.002968960863697706
heart,left cardiac atrium,endothelial cell of lymphatic vessel,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0002138,92.928,0.002072359899835938
heart,left cardiac atrium,mast cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000097,100.01,0.00552820901173798
heart,interventricular septum,endocardial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0002350,100.242,0.002379762489533253
heart,interventricular septum,mesothelial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000077,103.212,0.00245027080534812
heart,heart left ventricle,Atrial Cardiomyocyte,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002084,CL:0002129,106.358,0.0003165573409657193
heart,right cardiac atrium,endothelial cell of venule,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:1000414,112.2,0.007921314938279753
heart,interventricular septum,endothelial cell of lymphatic vessel,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0002138,131.616,0.003124586698413925
heart,left cardiac atrium,endothelial cell of artery,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:1000413,142.48,0.007875804619462325
heart,heart right ventricle,adipocyte,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000136,145.556,0.003734873551708841
heart,interventricular septum,mast cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000097,146.02,0.004809225861857442
heart,heart right ventricle,mast cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000097,157.517,0.004041785135923778
heart,right cardiac atrium,adipocyte,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000136,161.383,0.005492594324824043
heart,right cardiac atrium,mesothelial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000077,161.777,0.005506003929082116
heart,heart right ventricle,endocardial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0002350,164.059,0.004209648657697386
heart,interventricular septum,Schwann cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0002573,167.013,0.00396491762598928
heart,right cardiac atrium,endothelial cell of artery,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:1000413,173.91,0.01227803815433362
heart,left cardiac atrium,endothelial cell of venule,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:1000414,182.21,0.01007194244604317
heart,left cardiac atrium,endothelial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000115,182.952,0.004079958552802003
heart,interventricular septum,mast cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000097,193.563,0.004595219237061562
heart,left cardiac atrium,natural killer cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000623,207.555,0.0114729269216206
heart,left cardiac atrium,endocardial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0002350,209.61,0.01158652025747823
heart,left cardiac atrium,Ventricular Cardiomycoyte,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0002131,211.665,0.01170011359333586
heart,heart right ventricle,endothelial cell of lymphatic vessel,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0002138,217.157,0.002824881025804492
heart,interventricular septum,Schwann cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0002573,222.01,0.00731198625935468
heart,interventricular septum,Atrial Cardiomyocyte,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0002129,227.484,0.00540050966829256
heart,heart right ventricle,T cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000084,230.682,0.005919152083426988
heart,left cardiac atrium,mast cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000097,234.256,0.00522407391416976
heart,right cardiac atrium,endothelial cell of lymphatic vessel,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0002138,236.628,0.008053522427358914
heart,heart right ventricle,Schwann cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0002573,240.617,0.006174077807795804
heart,left cardiac atrium,B cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000236,242.0,0.005396770572489423
heart,right cardiac atrium,endothelial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000115,243.375,0.00828315339164628
heart,heart right ventricle,Atrial Cardiomyocyte,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0002129,248.625,0.003234231662072334
heart,right cardiac atrium,endothelial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000115,266.475,0.01881312297841441
heart,heart right ventricle,natural killer cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000623,275.429,0.007067331387738152
heart,right cardiac atrium,macrophage,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000235,275.825,0.01947323255660439
heart,left cardiac atrium,T cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000084,278.795,0.01541082923135176
heart,heart right ventricle,adipocyte,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000136,289.5869999999999,0.00376708474338679
heart,interventricular septum,endothelial cell of venule,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:1000414,291.295,0.009593914857072752
heart,right cardiac atrium,T cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000084,310.42,0.02191563799590732
heart,right cardiac atrium,B cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000236,311.1689999999999,0.01059049022177783
heart,heart right ventricle,mesothelial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000077,320.573,0.004170165295547568
heart,left cardiac atrium,Schwann cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0002573,327.43,0.018099204846649
heart,left cardiac atrium,Ventricular Cardiomycoyte,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0002131,332.0239999999999,0.007404369225455485
heart,interventricular septum,T cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000084,333.015,0.01096797938903202
heart,heart right ventricle,endothelial cell of artery,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:1000413,356.785,0.009154874138794959
heart,heart right ventricle,endocardial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0002350,359.457,0.004675986769446093
heart,heart right ventricle,mast cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000097,367.775,0.004784191249949332
heart,heart right ventricle,endothelial cell of venule,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:1000414,373.907,0.009594213671018698
heart,interventricular septum,endothelial cell of artery,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:1000413,376.97,0.01241565452091768
heart,right cardiac atrium,Schwann cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0002573,377.74,0.02666842695887517
heart,left cardiac atrium,mesothelial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000077,379.456,0.008462136257663413
heart,right cardiac atrium,Schwann cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0002573,403.735,0.01374093039373933
heart,left cardiac atrium,endothelial cell of artery,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:1000413,405.592,0.00904498747949227
heart,left cardiac atrium,adipocyte,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000136,406.205,0.0224536160545248
heart,heart right ventricle,Schwann cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0002573,415.966,0.005411082584396502
heart,interventricular septum,endothelial cell of artery,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:1000413,453.393,0.01076362856304693
heart,interventricular septum,endothelial cell of venule,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:1000414,456.741,0.01084311066451096
heart,right cardiac atrium,adipocyte,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000136,461.89,0.03260941316258498
heart,left cardiac atrium,macrophage,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000235,468.54,0.02589928057553957
heart,left cardiac atrium,monocyte-derived dendritic cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0011031,478.13,0.02642938280954184
heart,right cardiac atrium,monocyte-derived dendritic cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0011031,510.5100000000001,0.03604198296917288
heart,interventricular septum,smooth muscle cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000192,513.3870000000001,0.01218789654250722
heart,interventricular septum,T cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000084,532.7189999999999,0.01264684157999307
heart,heart left ventricle,endothelial cell of lymphatic vessel,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002084,CL:0002138,549.8989999999999,0.001636685206939845
heart,interventricular septum,natural killer cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000623,559.8539999999999,0.01329103119266525
heart,interventricular septum,macrophage,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000235,563.9649999999999,0.01857440804809226
heart,right cardiac atrium,natural killer cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000623,590.7460000000001,0.02010576161685249
heart,heart right ventricle,monocyte-derived dendritic cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0011031,600.743,0.01541467986255616
heart,interventricular septum,natural killer cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000623,617.605,0.0203410624463256
heart,left cardiac atrium,Schwann cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0002573,633.072,0.01411795181763233
heart,right cardiac atrium,smooth muscle cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000192,676.94,0.04779193346095451
heart,right cardiac atrium,smooth muscle cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000192,682.8130000000001,0.02323921855905566
heart,left cardiac atrium,endothelial cell of venule,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:1000414,686.3119999999999,0.01530524134358
heart,right cardiac atrium,T cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000084,734.288,0.02499114591739153
heart,interventricular septum,macrophage,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000235,754.2359999999999,0.01790569363196667
heart,heart right ventricle,smooth muscle cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000192,765.91,0.01965275908921184
heart,interventricular septum,smooth muscle cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000192,768.095,0.02529750950803582
heart,left cardiac atrium,endocardial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0002350,775.368,0.01729125291425611
heart,heart right ventricle,endothelial cell of venule,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:1000414,779.345,0.01013808858593369
heart,right cardiac atrium,endothelial cell of artery,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:1000413,831.299,0.02829286956886352
heart,left cardiac atrium,smooth muscle cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000192,836.385,0.04623248769405529
heart,left cardiac atrium,adipocyte,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000136,894.4319999999999,0.0199464640359209
heart,heart right ventricle,macrophage,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000235,894.443,0.02295083338516523
heart,right cardiac atrium,pericyte,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0000669,913.4950000000001,0.06449270578916098
heart,right cardiac atrium,endocardial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0002350,965.855,0.06818931942702487
heart,right cardiac atrium,endocardial cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0002350,1043.312,0.03550863207537858
heart,heart right ventricle,natural killer cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000623,1057.982,0.01376273054722016
heart,right cardiac atrium,endothelial cell of venule,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:1000414,1081.756,0.03681705549186939
heart,left cardiac atrium,natural killer cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000623,1133.528,0.02527847336154045
heart,heart right ventricle,T cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002080,CL:0000084,1169.425,0.01521243383175038
heart,right cardiac atrium,capillary endothelial cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002078,CL:0002144,1230.46,0.08687042048980129
heart,interventricular septum,monocyte-derived dendritic cell,Female,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0011031,1263.52,0.04161452582505215
heart,heart left ventricle,Atrial Cardiomyocyte,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002084,CL:0002129,1297.321,0.00187704421318011
heart,interventricular septum,B cell,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002094,CL:0000236,1328.175,0.03153110517084486
heart,left cardiac atrium,macrophage,Male,sc_transcriptomics,azimuth,UBERON:0000948,UBERON:0002079,CL:0000235,1411.344,0.03147396597875831
